3088
773	浅
774	素
775	走
776	足
777	損
778	ぼ
779	態
780	谷
781	池
782	注
783	調
784	底
785	天
786	都
787	湯
788	同
789	独
790	入
791	波
792	博
793	ぽ
794	版
795	非
796	氷
797	夫
798	復
799	文
800	返
801	報
802	牧
803	民
804	面
805	薬
806	予
807	陽
808	ま
809	律
810	量
811	冷
812	録
813	み
814	依
815	育
816	雨
817	益
818	応
819	化
820	歌
821	芽
822	絵
823	覚
824	勧
825	間
826	基
827	紀
828	む
829	逆
830	給
831	供
832	業
833	銀
834	軍
835	計
836	健
837	県
838	限
839	午
840	効
841	校
842	高
843	め
844	左
845	祭
846	昨
847	産
848	四
849	支
850	詩
851	時
852	失
853	借
854	受
855	秋
856	宿
857	初
858	も
859	商
860	省
861	情
862	新
863	人
864	性
865	聖
866	積
867	雪
868	線
869	組
870	送
871	速
872	村
873	や
874	貸
875	単
876	置
877	虫
878	長
879	庭
880	展
881	努
882	燈
883	堂
884	読
885	任
886	派
887	白
888	ゆ
889	犯
890	飛
891	票
892	婦
893	幅
894	聞
895	便
896	放
897	本
898	務
899	毛
900	訳
901	余
902	養
903	よ
904	率
905	領
906	礼
907	論
908	ら
909	囲
910	一
911	運
912	駅
913	横
914	仮
915	河
916	賀
917	開
918	角
919	完
920	関
921	寄
922	規
923	り
924	久
925	旧
926	競
927	局
928	九
929	郡
930	軽
931	兼
932	見
933	個
934	後
935	厚
936	構
937	号
938	る
939	差
940	細
941	策
942	算
943	士
944	止
945	試
946	次
947	室
948	釈
949	授
950	終
951	祝
952	所
953	れ
954	唱
955	称
956	条
957	森
958	仁
959	成
960	声
961	績
962	絶
963	船
964	創
965	像
966	俗
967	他
968	ろ
969	退
970	炭
971	築
972	著
973	鳥
974	弟
975	店
976	度
977	当
978	導
979	届
980	認
981	破
982	麦
983	わ
984	飯
985	備
986	表
987	富
988	服
989	兵
990	勉
991	方
992	妹
993	無
994	木
995	油
996	預
997	欲
998	を
999	立
1000	力
1001	歴
1002	和
1003	ん
1004	亜
1005	唖
1006	娃
1007	阿
1008	哀
1009	挨
1010	姶
1011	逢
1012	葵
1013	茜
1014	穐
1015	握
1016	渥
1017	旭
1018	葦
1019	芦
1020	鯵
1021	梓
1022	斡
1023	扱
1024	宛
1025	姐
1026	虻
1027	飴
1028	絢
1029	綾
1030	鮎
1031	或
1032	粟
1033	袷
1034	庵
1035	按
1036	闇
1037	鞍
1038	杏
1039	伊
1040	偉
1041	夷
1042	威
1043	尉
1044	惟
1045	慰
1046	椅
1047	為
1048	畏
1049	維
1050	緯
1051	萎
1052	衣
1053	謂
1054	違
1055	井
1056	亥
1057	域
1058	郁
1059	磯
1060	溢
1061	逸
1062	稲
1063	茨
1064	芋
1065	鰯
1066	允
1067	咽
1068	姻
1069	淫
1070	胤
1071	蔭
1072	陰
1073	隠
1074	韻
1075	吋
1076	宇
1077	烏
1078	羽
1079	迂
1080	卯
1081	鵜
1082	窺
1083	丑
1084	碓
1085	臼
1086	渦
1087	嘘
1088	唄
1089	欝
1090	蔚
1091	鰻
1092	姥
1093	厩
1094	浦
1095	瓜
1096	閏
1097	噂
1098	云
1099	荏
1100	餌
1101	叡
1102	嬰
1103	影
1104	映
1105	曳
1106	洩
1107	瑛
1108	盈
1109	穎
1110	頴
1111	詠
1112	鋭
1113	疫
1114	悦
1115	謁
1116	越
1117	閲
1118	榎
1119	厭
1120	堰
1121	奄
1122	宴
1123	怨
1124	掩
1125	援
1126	沿
1127	炎
1128	焔
1129	煙
1130	燕
1131	猿
1132	縁
1133	艶
1134	苑
1135	薗
1136	鉛
1137	鴛
1138	於
1139	汚
1140	甥
1141	凹
1142	奥
1143	押
1144	旺
1145	欧
1146	殴
1147	翁
1148	襖
1149	鴬
1150	鴎
1151	岡
1152	沖
1153	荻
1154	憶
1155	臆
1156	桶
1157	牡
1158	乙
1159	俺
1160	卸
1161	穏
1162	伽
1163	佳
1164	嘉
1165	嫁
1166	寡
1167	暇
1168	架
1169	珂
1170	禍
1171	禾
1172	稼
1173	箇
1174	苛
1175	茄
1176	華
1177	菓
1178	蝦
1179	嘩
1180	迦
1181	霞
1182	蚊
1183	俄
1184	峨
1185	牙
1186	臥
1187	蛾
1188	雅
1189	餓
1190	駕
1191	介
1192	塊
1193	壊
1194	廻
1195	怪
1196	悔
1197	恢
1198	懐
1199	戒
1200	拐
1201	魁
1202	晦
1203	灰
1204	皆
1205	芥
1206	蟹
1207	凱
1208	劾
1209	咳
1210	崖
1211	慨
1212	概
1213	涯
1214	碍
1215	蓋
1216	街
1217	該
1218	鎧
1219	骸
1220	浬
1221	馨
1222	蛙
1223	垣
1224	柿
1225	蛎
1226	鈎
1227	劃
1228	嚇
1229	廓
1230	撹
1231	核
1232	殻
1233	獲
1234	穫
1235	赫
1236	較
1237	郭
1238	閣
1239	隔
1240	岳
1241	顎
1242	掛
1243	笠
1244	樫
1245	橿
1246	梶
1247	鰍
1248	潟
1249	割
1250	喝
1251	恰
1252	括
1253	渇
1254	滑
1255	葛
1256	褐
1257	轄
1258	且
1259	鰹
1260	叶
1261	椛
1262	樺
1263	鞄
1264	兜
1265	竃
1266	蒲
1267	釜
1268	鎌
1269	噛
1270	鴨
1271	栢
1272	茅
1273	萱
1274	粥
1275	刈
1276	苅
1277	瓦
1278	乾
1279	侃
1280	冠
1281	勘
1282	巻
1283	喚
1284	堪
1285	姦
1286	寛
1287	干
1288	患
1289	憾
1290	換
1291	敢
1292	柑
1293	桓
1294	棺
1295	款
1296	汗
1297	澗
1298	潅
1299	環
1300	甘
1301	監
1302	看
1303	竿
1304	簡
1305	緩
1306	缶
1307	翰
1308	肝
1309	艦
1310	莞
1311	諌
1312	貫
1313	還
1314	鑑
1315	閑
1316	陥
1317	韓
1318	舘
1319	丸
1320	含
1321	巌
1322	玩
1323	癌
1324	翫
1325	贋
1326	雁
1327	頑
1328	企
1329	伎
1330	危
1331	奇
1332	嬉
1333	岐
1334	幾
1335	忌
1336	揮
1337	机
1338	既
1339	棋
1340	棄
1341	毅
1342	畿
1343	祈
1344	稀
1345	徽
1346	軌
1347	輝
1348	飢
1349	騎
1350	鬼
1351	亀
1352	偽
1353	儀
1354	妓
1355	宜
1356	戯
1357	擬
1358	欺
1359	犠
1360	祇
1361	蟻
1362	誼
1363	掬
1364	菊
1365	鞠
1366	吉
1367	吃
1368	喫
1369	桔
1370	橘
1371	詰
1372	砧
1373	杵
1374	黍
1375	却
1376	脚
1377	虐
1378	丘
1379	仇
1380	及
1381	吸
1382	弓
1383	朽
1384	汲
1385	泣
1386	灸
1387	窮
1388	笈
1389	糾
1390	巨
1391	拒
1392	拠
1393	渠
1394	虚
1395	距
1396	鋸
1397	禦
1398	亨
1399	享
1400	侠
1401	僑
1402	兇
1403	凶
1404	匡
1405	卿
1406	叫
1407	喬
1408	峡
1409	彊
1410	怯
1411	恐
1412	恭
1413	挟
1414	況
1415	狂
1416	狭
1417	矯
1418	胸
1419	脅
1420	蕎
1421	郷
1422	響
1423	饗
1424	驚
1425	仰
1426	凝
1427	尭
1428	暁
1429	桐
1430	粁
1431	僅
1432	巾
1433	錦
1434	斤
1435	欣
1436	欽
1437	琴
1438	禽
1439	筋
1440	緊
1441	芹
1442	菌
1443	衿
1444	襟
1445	謹
1446	吟
1447	倶
1448	狗
1449	玖
1450	矩
1451	躯
1452	駆
1453	駈
1454	駒
1455	愚
1456	虞
1457	喰
1458	偶
1459	寓
1460	遇
1461	隅
1462	串
1463	櫛
1464	釧
1465	屑
1466	屈
1467	掘
1468	窟
1469	沓
1470	靴
1471	轡
1472	窪
1473	熊
1474	隈
1475	粂
1476	栗
1477	繰
1478	桑
1479	鍬
1480	勲
1481	薫
1482	卦
1483	袈
1484	祁
1485	傾
1486	刑
1487	啓
1488	圭
1489	珪
1490	契
1491	径
1492	恵
1493	慶
1494	慧
1495	憩
1496	掲
1497	携
1498	桂
1499	渓
1500	畦
1501	稽
1502	継
1503	繋
1504	罫
1505	茎
1506	荊
1507	蛍
1508	詣
1509	警
1510	頚
1511	鶏
1512	迎
1513	鯨
1514	劇
1515	戟
1516	撃
1517	激
1518	隙
1519	桁
1520	傑
1521	穴
1522	訣
1523	倹
1524	倦
1525	剣
1526	喧
1527	圏
1528	堅
1529	嫌
1530	懸
1531	拳
1532	捲
1533	牽
1534	献
1535	硯
1536	肩
1537	謙
1538	賢
1539	軒
1540	遣
1541	鍵
1542	顕
1543	鹸
1544	幻
1545	弦
1546	源
1547	玄
1548	絃
1549	舷
1550	諺
1551	乎
1552	呼
1553	姑
1554	孤
1555	弧
1556	枯
1557	狐
1558	糊
1559	袴
1560	股
1561	胡
1562	菰
1563	虎
1564	誇
1565	跨
1566	鈷
1567	雇
1568	顧
1569	鼓
1570	互
1571	伍
1572	呉
1573	吾
1574	娯
1575	御
1576	悟
1577	梧
1578	檎
1579	瑚
1580	碁
1581	醐
1582	乞
1583	鯉
1584	佼
1585	侯
1586	倖
1587	勾
1588	喉
1589	坑
1590	垢
1591	好
1592	孔
1593	宏
1594	巧
1595	巷
1596	庚
1597	弘
1598	恒
1599	慌
1600	抗
1601	拘
1602	控
1603	攻
1604	昂
1605	晃
1606	更
1607	杭
1608	梗
1609	江
1610	洪
1611	浩
1612	溝
1613	甲
1614	硬
1615	稿
1616	糠
1617	紅
1618	紘
1619	絞
1620	綱
1621	肯
1622	肱
1623	腔
1624	膏
1625	荒
1626	衡
1627	貢
1628	購
1629	郊
1630	酵
1631	砿
1632	鋼
1633	閤
1634	降
1635	項
1636	香
1637	鴻
1638	剛
1639	劫
1640	壕
1641	拷
1642	濠
1643	豪
1644	轟
1645	麹
1646	克
1647	刻
1648	酷
1649	鵠
1650	獄
1651	漉
1652	腰
1653	甑
1654	忽
1655	惚
1656	骨
1657	狛
1658	込
1659	此
1660	頃
1661	困
1662	坤
1663	墾
1664	婚
1665	恨
1666	懇
1667	昏
1668	昆
1669	梱
1670	痕
1671	紺
1672	艮
1673	魂
1674	些
1675	佐
1676	叉
1677	唆
1678	嵯
1679	沙
1680	瑳
1681	砂
1682	詐
1683	鎖
1684	裟
1685	坐
1686	座
1687	挫
1688	債
1689	催
1690	哉
1691	塞
1692	宰
1693	彩
1694	栽
1695	歳
1696	采
1697	犀
1698	砕
1699	砦
1700	斎
1701	裁
1702	載
1703	剤
1704	冴
1705	阪
1706	堺
1707	榊
1708	肴
1709	咲
1710	崎
1711	埼
1712	碕
1713	鷺
1714	削
1715	咋
1716	搾
1717	朔
1718	柵
1719	窄
1720	索
1721	錯
1722	桜
1723	鮭
1724	笹
1725	匙
1726	冊
1727	拶
1728	撮
1729	擦
1730	札
1731	薩
1732	皐
1733	鯖
1734	捌
1735	錆
1736	鮫
1737	皿
1738	晒
1739	傘
1740	惨
1741	撒
1742	桟
1743	燦
1744	珊
1745	纂
1746	讃
1747	餐
1748	斬
1749	暫
1750	仔
1751	伺
1752	刺
1753	嗣
1754	姿
1755	屍
1756	孜
1757	斯
1758	施
1759	旨
1760	枝
1761	獅
1762	祉
1763	紫
1764	肢
1765	脂
1766	誌
1767	諮
1768	賜
1769	雌
1770	飼
1771	侍
1772	慈
1773	滋
1774	爾
1775	璽
1776	痔
1777	磁
1778	而
1779	蒔
1780	汐
1781	鹿
1782	鴫
1783	竺
1784	軸
1785	宍
1786	雫
1787	叱
1788	執
1789	嫉
1790	悉
1791	湿
1792	漆
1793	疾
1794	蔀
1795	篠
1796	偲
1797	柴
1798	芝
1799	屡
1800	蕊
1801	縞
1802	射
1803	捨
1804	赦
1805	斜
1806	煮
1807	紗
1808	遮
1809	蛇
1810	邪
1811	勺
1812	尺
1813	杓
1814	灼
1815	爵
1816	酌
1817	錫
1818	若
1819	寂
1820	惹
1821	朱
1822	殊
1823	狩
1824	珠
1825	腫
1826	趣
1827	儒
1828	呪
1829	寿
1830	樹
1831	綬
1832	囚
1833	愁
1834	洲
1835	秀
1836	繍
1837	臭
1838	舟
1839	蒐
1840	襲
1841	讐
1842	蹴
1843	輯
1844	酋
1845	酬
1846	醜
1847	什
1848	充
1849	戎
1850	柔
1851	汁
1852	渋
1853	獣
1854	縦
1855	銃
1856	叔
1857	夙
1858	淑
1859	縮
1860	粛
1861	塾
1862	熟
1863	俊
1864	峻
1865	瞬
1866	竣
1867	舜
1868	駿
1869	准
1870	循
1871	旬
1872	楯
1873	殉
1874	淳
1875	潤
1876	盾
1877	巡
1878	遵
1879	醇
1880	曙
1881	渚
1882	庶
1883	緒
1884	署
1885	薯
1886	藷
1887	叙
1888	徐
1889	恕
1890	鋤
1891	傷
1892	償
1893	匠
1894	升
1895	召
1896	哨
1897	嘗
1898	奨
1899	妾
1900	娼
1901	宵
1902	将
1903	尚
1904	庄
1905	床
1906	廠
1907	彰
1908	抄
1909	掌
1910	捷
1911	昇
1912	昌
1913	晶
1914	松
1915	梢
1916	樟
1917	樵
1918	沼
1919	渉
1920	湘
1921	焦
1922	症
1923	硝
1924	礁
1925	祥
1926	笑
1927	粧
1928	紹
1929	肖
1930	菖
1931	蒋
1932	蕉
1933	衝
1934	裳
1935	訟
1936	詔
1937	詳
1938	醤
1939	鉦
1940	鍾
1941	鐘
1942	障
1943	鞘
1944	丈
1945	丞
1946	冗
1947	剰
1948	城
1949	壌
1950	嬢
1951	擾
1952	杖
1953	浄
1954	畳
1955	穣
1956	蒸
1957	譲
1958	醸
1959	錠
1960	嘱
1961	埴
1962	飾
1963	拭
1964	殖
1965	燭
1966	触
1967	蝕
1968	辱
1969	尻
1970	伸
1971	侵
1972	唇
1973	娠
1974	寝
1975	審
1976	慎
1977	振
1978	晋
1979	榛
1980	浸
1981	疹
1982	秦
1983	紳
1984	芯
1985	薪
1986	診
1987	辛
1988	針
1989	震
1990	刃
1991	塵
1992	壬
1993	尋
1994	甚
1995	尽
1996	腎
1997	訊
1998	迅
1999	陣
2000	靭
2001	笥
2002	諏
2003	須
2004	酢
2005	厨
2006	逗
2007	吹
2008	垂
2009	帥
2010	炊
2011	睡
2012	粋
2013	翠
2014	衰
2015	遂
2016	酔
2017	錐
2018	錘
2019	随
2020	瑞
2021	髄
2022	崇
2023	嵩
2024	枢
2025	趨
2026	雛
2027	据
2028	杉
2029	椙
2030	菅
2031	頗
2032	雀
2033	裾
2034	澄
2035	摺
2036	寸
2037	瀬
2038	畝
2039	凄
2040	姓
2041	征
2042	棲
2043	栖
2044	牲
2045	盛
2046	誓
2047	請
2048	逝
2049	醒
2050	斉
2051	脆
2052	隻
2053	惜
2054	戚
2055	斥
2056	昔
2057	析
2058	籍
2059	脊
2060	跡
2061	蹟
2062	碩
2063	拙
2064	摂
2065	窃
2066	蝉
2067	仙
2068	占
2069	尖
2070	扇
2071	撰
2072	栓
2073	栴
2074	泉
2075	洗
2076	染
2077	潜
2078	煎
2079	煽
2080	旋
2081	穿
2082	箭
2083	繊
2084	羨
2085	腺
2086	舛
2087	薦
2088	詮
2089	賎
2090	践
2091	遷
2092	銑
2093	閃
2094	鮮
2095	漸
2096	禅
2097	繕
2098	膳
2099	糎
2100	噌
2101	塑
2102	岨
2103	措
2104	曾
2105	曽
2106	楚
2107	狙
2108	疏
2109	疎
2110	礎
2111	租
2112	粗
2113	蘇
2114	訴
2115	阻
2116	遡
2117	鼠
2118	僧
2119	双
2120	叢
2121	喪
2122	壮
2123	奏
2124	爽
2125	宋
2126	層
2127	匝
2128	惣
2129	捜
2130	掃
2131	挿
2132	掻
2133	操
2134	曹
2135	巣
2136	槍
2137	槽
2138	漕
2139	燥
2140	痩
2141	窓
2142	糟
2143	綜
2144	聡
2145	荘
2146	葬
2147	蒼
2148	藻
2149	装
2150	遭
2151	鎗
2152	霜
2153	騒
2154	憎
2155	臓
2156	贈
2157	促
2158	即
2159	捉
2160	束
2161	賊
2162	袖
2163	其
2164	揃
2165	遜
2166	汰
2167	詑
2168	唾
2169	堕
2170	妥
2171	惰
2172	柁
2173	舵
2174	楕
2175	陀
2176	駄
2177	騨
2178	堆
2179	耐
2180	岱
2181	怠
2182	戴
2183	替
2184	泰
2185	滞
2186	胎
2187	腿
2188	苔
2189	袋
2190	逮
2191	黛
2192	鯛
2193	醍
2194	鷹
2195	滝
2196	瀧
2197	卓
2198	啄
2199	宅
2200	托
2201	択
2202	拓
2203	沢
2204	濯
2205	琢
2206	託
2207	鐸
2208	濁
2209	諾
2210	茸
2211	凧
2212	蛸
2213	只
2214	叩
2215	但
2216	辰
2217	奪
2218	脱
2219	巽
2220	竪
2221	辿
2222	棚
2223	狸
2224	鱈
2225	樽
2226	誰
2227	丹
2228	嘆
2229	坦
2230	担
2231	探
2232	旦
2233	歎
2234	淡
2235	湛
2236	端
2237	箪
2238	綻
2239	耽
2240	胆
2241	蛋
2242	誕
2243	鍛
2244	壇
2245	弾
2246	暖
2247	檀
2248	段
2249	値
2250	弛
2251	恥
2252	智
2253	痴
2254	稚
2255	致
2256	蜘
2257	遅
2258	馳
2259	畜
2260	筑
2261	蓄
2262	逐
2263	秩
2264	窒
2265	嫡
2266	仲
2267	宙
2268	抽
2269	衷
2270	註
2271	酎
2272	鋳
2273	駐
2274	樗
2275	瀦
2276	猪
2277	苧
2278	兆
2279	凋
2280	喋
2281	寵
2282	帖
2283	庁
2284	弔
2285	彫
2286	徴
2287	懲
2288	挑
2289	暢
2290	潮
2291	牒
2292	眺
2293	聴
2294	脹
2295	蝶
2296	諜
2297	超
2298	跳
2299	銚
2300	頂
2301	勅
2302	捗
2303	朕
2304	沈
2305	珍
2306	鎮
2307	陳
2308	津
2309	墜
2310	椎
2311	槌
2312	鎚
2313	痛
2314	塚
2315	栂
2316	掴
2317	槻
2318	佃
2319	漬
2320	柘
2321	辻
2322	蔦
2323	綴
2324	鍔
2325	椿
2326	潰
2327	坪
2328	壷
2329	嬬
2330	紬
2331	爪
2332	吊
2333	釣
2334	鶴
2335	亭
2336	偵
2337	剃
2338	貞
2339	呈
2340	堤
2341	帝
2342	廷
2343	悌
2344	抵
2345	挺
2346	梯
2347	汀
2348	碇
2349	禎
2350	締
2351	艇
2352	訂
2353	諦
2354	蹄
2355	逓
2356	邸
2357	鄭
2358	釘
2359	鼎
2360	泥
2361	摘
2362	擢
2363	滴
2364	笛
2365	鏑
2366	溺
2367	哲
2368	徹
2369	撤
2370	轍
2371	迭
2372	填
2373	添
2374	纏
2375	甜
2376	貼
2377	顛
2378	殿
2379	澱
2380	兎
2381	吐
2382	堵
2383	塗
2384	妬
2385	屠
2386	斗
2387	杜
2388	渡
2389	菟
2390	賭
2391	途
2392	鍍
2393	砥
2394	砺
2395	奴
2396	怒
2397	倒
2398	凍
2399	唐
2400	塔
2401	塘
2402	套
2403	宕
2404	嶋
2405	悼
2406	搭
2407	桃
2408	梼
2409	棟
2410	盗
2411	淘
2412	涛
2413	灯
2414	痘
2415	祷
2416	筒
2417	糖
2418	到
2419	董
2420	蕩
2421	藤
2422	謄
2423	豆
2424	踏
2425	逃
2426	透
2427	鐙
2428	陶
2429	騰
2430	闘
2431	憧
2432	撞
2433	洞
2434	瞳
2435	胴
2436	萄
2437	峠
2438	鴇
2439	匿
2440	涜
2441	督
2442	禿
2443	篤
2444	栃
2445	橡
2446	凸
2447	突
2448	椴
2449	鳶
2450	苫
2451	寅
2452	酉
2453	瀞
2454	噸
2455	屯
2456	惇
2457	敦
2458	沌
2459	豚
2460	遁
2461	頓
2462	呑
2463	曇
2464	鈍
2465	奈
2466	那
2467	乍
2468	凪
2469	薙
2470	謎
2471	灘
2472	捺
2473	鍋
2474	楢
2475	馴
2476	縄
2477	畷
2478	楠
2479	軟
2480	汝
2481	尼
2482	迩
2483	匂
2484	賑
2485	虹
2486	廿
2487	乳
2488	如
2489	尿
2490	韮
2491	妊
2492	忍
2493	濡
2494	禰
2495	祢
2496	寧
2497	葱
2498	猫
2499	捻
2500	撚
2501	粘
2502	乃
2503	廼
2504	之
2505	埜
2506	嚢
2507	悩
2508	濃
2509	脳
2510	膿
2511	覗
2512	蚤
2513	巴
2514	把
2515	播
2516	覇
2517	杷
2518	琶
2519	婆
2520	罵
2521	芭
2522	俳
2523	廃
2524	排
2525	杯
2526	盃
2527	牌
2528	背
2529	肺
2530	輩
2531	培
2532	媒
2533	梅
2534	楳
2535	煤
2536	狽
2537	賠
2538	陪
2539	這
2540	蝿
2541	秤
2542	矧
2543	萩
2544	伯
2545	剥
2546	拍
2547	柏
2548	泊
2549	箔
2550	粕
2551	舶
2552	薄
2553	迫
2554	曝
2555	漠
2556	爆
2557	縛
2558	莫
2559	駁
2560	函
2561	箱
2562	硲
2563	箸
2564	肇
2565	筈
2566	櫨
2567	幡
2568	肌
2569	畠
2570	鉢
2571	溌
2572	醗
2573	髪
2574	伐
2575	罰
2576	抜
2577	筏
2578	閥
2579	鳩
2580	噺
2581	塙
2582	蛤
2583	隼
2584	伴
2585	叛
2586	帆
2587	搬
2588	斑
2589	氾
2590	汎
2591	班
2592	畔
2593	繁
2594	般
2595	藩
2596	販
2597	範
2598	釆
